account_id	invoice_period_from	invoice_period_until	invoice_days	invoice_amount
001E0000016Asg2IAC	2020-01-07	2021-01-06	366	4092
001E0000016Asg2IAC	2020-06-07	2021-06-06	365	2127
001E0000016Asg2IAC	2021-02-19	2022-02-18	365	5743
001E0000016Asg2IAC	2022-02-19	2023-02-18	365	4838
001E0000016AsgIIAS	2020-04-06	2021-04-05	365	167
001E0000016AsgVIAS	2020-03-28	2021-03-27	365	2238
001E0000016AsgnIAC	2020-03-14	2021-03-13	365	597
001E0000016Ash4IAC	2020-01-09	2021-01-08	366	6513
001E0000016Ash4IAC	2021-01-09	2022-01-08	365	7454
001E0000016Ash4IAC	2022-01-09	2023-01-08	365	6054
001E0000016Ash4IAC	2023-01-09	2024-01-08	365	3219
001E0000016AsnhIAC	2020-01-31	2021-01-30	366	718
001E0000016AsnhIAC	2021-01-31	2022-01-30	365	371
001E0000016AsnrIAC	2020-03-16	2021-03-15	365	284
001E0000016AsnrIAC	2021-03-16	2022-03-15	365	712
001E0000016AsoCIAS	2020-11-25	2022-11-24	730	4937
001E0000016AsoCIAS	2022-11-25	2022-12-24	30	159
001E0000016AsoIIAS	2020-07-26	2021-07-25	365	231
001E0000016AsoIIAS	2021-07-26	2022-07-25	365	186
001E0000016AsoIIAS	2022-07-26	2023-07-25	365	239
001E0000016AsoPIAS	2020-04-04	2021-04-03	365	326
001E0000016AsoPIAS	2021-04-04	2022-04-03	365	418
001E0000016AsoRIAS	2020-11-01	2021-10-31	365	332
001E0000016AsoRIAS	2021-11-01	2022-10-31	365	216
001E0000016AsoRIAS	2022-11-01	2023-10-31	365	346
001E0000016AsoSIAS	2020-12-01	2021-11-30	365	435
001E0000016AsoSIAS	2021-12-01	2022-11-30	365	1797
001E0000016AsoWIAS	2020-03-11	2021-03-10	365	494
001E0000016AsvcIAC	2020-08-12	2021-08-11	365	529
001E0000016AsvfIAC	2020-06-20	2021-06-19	365	313
001E0000016AsvsIAC	2020-02-18	2021-02-17	366	568
001E0000016AsvsIAC	2021-02-18	2022-02-17	365	1114
001E0000016AswJIAS	2020-11-01	2021-10-31	365	315
001E0000016AswJIAS	2021-11-01	2022-10-31	365	218
001E0000016AswJIAS	2022-11-01	2023-10-31	365	169
001E0000016AswQIAS	2020-04-13	2021-04-12	365	81
001E0000016Asx5IAC	2020-02-03	2021-02-02	366	470
001E0000016Asx5IAC	2021-02-03	2022-02-02	365	303
001E0000016At3xIAC	2020-07-13	2021-07-12	365	71
001E0000016At3zIAC	2020-06-03	2021-06-02	365	862
001E0000016At4VIAS	2020-02-04	2021-02-03	366	712
001E0000016At4oIAC	2020-09-05	2021-09-04	365	428
001E0000016At54IAC	2020-05-18	2021-05-17	365	655
001E0000016At5AIAS	2020-04-26	2021-04-25	365	463
001E0000016At5AIAS	2021-04-26	2022-04-25	365	256
001E0000016At5AIAS	2022-04-26	2023-04-25	365	515
001E0000016At5EIAS	2020-04-25	2021-04-24	365	9086
001E0000016At5EIAS	2021-04-25	2022-04-24	365	982
001E0000016At5EIAS	2022-04-25	2023-04-24	365	2624
001E0000016At5GIAS	2020-04-24	2021-04-23	365	582
001E0000016At5TIAS	2022-09-21	2023-09-20	365	2244
001E0000016AtCzIAK	2020-06-10	2021-06-09	365	297
001E0000016AtD1IAK	2020-10-12	2021-10-11	365	350
001E0000016AtDQIA0	2020-03-30	2021-03-29	365	208
001E0000016AtDQIA0	2021-03-30	2022-03-29	365	222
001E0000016AtDQIA0	2022-03-30	2023-03-29	365	380
001E0000016AtDkIAK	2020-03-26	2021-03-25	365	166
001E0000016AtDkIAK	2021-05-05	2022-05-04	365	895
001E0000016AtDlIAK	2020-07-09	2021-07-08	365	407
001E0000016AtEDIA0	2020-05-25	2021-05-24	365	392
001E0000016AtEDIA0	2020-09-02	2021-05-24	265	46
001E0000016AtEDIA0	2021-05-25	2022-05-24	365	2617
001E0000016AtEFIA0	2020-06-07	2021-06-06	365	214
001E0000016AtEGIA0	2020-02-08	2021-02-07	366	418
001E0000016AtEVIA0	2020-02-05	2021-02-04	366	371
001E0000016AtLoIAK	2020-11-06	2021-11-05	365	5168
001E0000016AtLoIAK	2021-06-01	2022-05-31	365	6928
001E0000016AtLoIAK	2022-06-01	2023-05-31	365	6754
001E0000016AtLpIAK	2020-08-05	2021-08-04	365	1085
001E0000016AtM4IAK	2020-12-18	2021-12-17	365	213
001E0000016AtM4IAK	2021-12-18	2022-12-17	365	815
001E0000016AtM4IAK	2022-12-18	2023-12-17	365	521
001E0000016AtN1IAK	2020-12-18	2021-12-17	365	410
001E0000016AtN1IAK	2021-12-18	2022-12-17	365	782
001E0000016AtN1IAK	2022-12-18	2023-12-17	365	614
001E0000016AtNIIA0	2020-01-03	2021-01-02	366	1184
001E0000016AtNIIA0	2021-01-13	2022-01-12	365	2305
001E0000016AtNkIAK	2020-11-29	2021-11-28	365	5057
001E0000016AtNkIAK	2021-11-29	2022-11-28	365	2452
001E0000016AtNkIAK	2022-11-29	2023-11-28	365	4108
001E0000016AtNlIAK	2020-12-03	2021-12-02	365	537
001E0000016AtNlIAK	2021-12-03	2022-12-02	365	655
001E0000016AtNlIAK	2022-12-03	2023-12-02	365	180
001E0000016AtUsIAK	2020-12-01	2021-11-30	365	361
001E0000016AtUsIAK	2021-12-01	2022-11-30	365	438
001E0000016AtUsIAK	2022-02-02	2023-02-01	365	662
001E0000016AtVUIA0	2020-11-26	2021-11-25	365	397
001E0000016AtWDIA0	2020-11-24	2021-11-23	365	601
001E0000016AtWDIA0	2022-01-13	2023-01-12	365	145
001E0000016Ate5IAC	2020-04-18	2021-04-17	365	89
001E0000016AtekIAC	2020-01-31	2021-01-30	366	1579
001E0000016AtekIAC	2021-01-31	2022-01-30	365	1628
001E0000016AtekIAC	2022-01-31	2023-01-30	365	2704
001E0000016AtfUIAS	2020-12-05	2021-12-04	365	375
001E0000016AtfUIAS	2021-12-05	2022-12-04	365	793
001E0000016AtfuIAC	2020-01-21	2021-01-20	366	780
001E0000016AtfuIAC	2021-01-21	2022-01-20	365	3997
001E0000016AtfyIAC	2020-02-05	2021-02-04	366	468
001E0000016AtfyIAC	2021-02-05	2022-02-04	365	629
001E0000016AtfyIAC	2022-02-05	2023-02-04	365	1577
001E0000016AtfyIAC	2023-02-05	2024-02-04	365	946
001E0000016Atg1IAC	2020-02-11	2021-02-10	366	381
001E0000016Atg1IAC	2021-03-16	2022-03-15	365	1298
001E0000016Atg1IAC	2022-10-11	2023-10-10	365	1300
001E0000016Atg5IAC	2020-11-24	2021-11-23	365	1110
001E0000016Atg5IAC	2021-11-24	2022-11-23	365	662
001E0000016AtgFIAS	2020-11-11	2021-11-10	365	452
001E0000016AtgFIAS	2021-11-11	2022-11-10	365	675
001E0000016AtgFIAS	2022-11-11	2023-11-10	365	632
001E0000016AtgKIAS	2020-01-29	2021-01-28	366	385
001E0000016AtgMIAS	2020-01-08	2021-01-07	366	437
001E0000016AtgcIAC	2020-11-10	2021-11-09	365	193
001E0000016AtgcIAC	2021-11-10	2022-11-09	365	219
001E0000016AtguIAC	2020-05-21	2020-12-16	210	520
001E0000016AtguIAC	2021-02-19	2022-02-18	365	1954
001E0000016AtguIAC	2022-02-19	2023-02-18	365	1164
001E0000016AtgyIAC	2020-12-15	2021-12-14	365	844
001E0000016AtnwIAC	2020-11-05	2021-11-04	365	1214
001E0000016AtoFIAS	2020-01-03	2021-01-02	366	5221
001E0000016AtoFIAS	2021-01-03	2022-01-02	365	4696
001E0000016AtoFIAS	2022-01-03	2023-01-02	365	8041
001E0000016AtoFIAS	2023-01-03	2024-01-02	365	3079
001E0000016AtosIAC	2020-01-22	2021-01-21	366	277
001E0000016AtpHIAS	2020-04-17	2021-04-16	365	178
001E0000016AtpHIAS	2021-04-17	2022-04-16	365	354
001E0000016AtqMIAS	2020-01-12	2021-01-11	366	303
001E0000016AtqUIAS	2020-10-30	2021-10-29	365	456
001E0000016AtqUIAS	2021-10-30	2022-10-29	365	384
001E0000016AtqfIAC	2020-11-09	2021-11-08	365	375
001E0000016AtqfIAC	2021-11-09	2022-11-08	365	486
001E0000016AtqfIAC	2022-11-09	2023-11-08	365	498
001E0000016AtyWIAS	2020-01-14	2021-01-13	366	360
001E0000016AtyZIAS	2020-11-09	2021-11-08	365	318
001E0000016AtyZIAS	2023-01-03	2024-01-02	365	974
001E0000016AtybIAC	2020-10-21	2021-10-20	365	475
001E0000016AtybIAC	2021-10-21	2022-10-20	365	232
001E0000016AtykIAC	2020-02-06	2021-02-05	366	461
001E0000016AtykIAC	2020-02-07	2021-02-05	365	471
001E0000016AtykIAC	2021-02-06	2022-02-05	365	478
001E0000016AtykIAC	2022-02-06	2023-02-05	365	1259
001E0000016AtytIAC	2020-12-21	2021-12-20	365	3589
001E0000016Au6oIAC	2020-04-07	2021-04-06	365	239
001E0000016Au6oIAC	2021-04-07	2022-04-06	365	1247
001E0000016Au6oIAC	2022-04-07	2023-04-06	365	645
001E0000016Au6xIAC	2020-10-15	2021-10-14	365	317
001E0000016Au6xIAC	2021-10-15	2022-10-14	365	458
001E0000016Au6xIAC	2022-10-15	2023-10-14	365	373
001E0000016Au7IIAS	2020-10-06	2021-10-05	365	1271
001E0000016Au7IIAS	2021-10-06	2022-10-05	365	1163
001E0000016Au7IIAS	2022-10-06	2023-10-05	365	599
001E0000016Au7aIAC	2020-10-12	2021-10-11	365	1659
001E0000016Au7aIAC	2021-10-12	2022-10-11	365	1049
001E0000016Au7kIAC	2020-01-18	2021-01-17	366	220
001E0000016Au80IAC	2020-10-11	2021-10-10	365	335
001E0000016Au80IAC	2021-10-11	2022-10-10	365	451
001E0000016Au80IAC	2022-10-11	2023-10-10	365	226
001E0000016Au83IAC	2020-10-16	2021-10-15	365	25572
001E0000016Au83IAC	2021-10-16	2022-10-15	365	24479
001E0000016Au83IAC	2022-10-16	2023-10-15	365	21373
001E0000016Au8EIAS	2020-10-30	2021-10-29	365	419
001E0000016Au8EIAS	2021-10-30	2022-10-29	365	1166
001E0000016Au8EIAS	2022-10-30	2023-10-29	365	1312
001E0000016Au8SIAS	2020-02-10	2021-02-09	366	559
001E0000016Au8SIAS	2020-05-26	2021-02-09	260	161
001E0000016Au8SIAS	2021-03-15	2022-03-14	365	1753
001E0000016Au9cIAC	2020-12-18	2021-12-17	365	656
001E0000016Au9cIAC	2021-12-18	2022-12-17	365	515
001E0000016Au9cIAC	2022-12-18	2023-12-17	365	543
001E0000016Au9oIAC	2020-04-03	2020-10-06	187	229
001E0000016Au9oIAC	2020-10-07	2021-10-06	365	1152
001E0000016Au9oIAC	2021-10-07	2022-10-06	365	1754
001E0000016Au9oIAC	2022-08-26	2022-10-06	42	47
001E0000016Au9oIAC	2022-10-07	2023-10-06	365	3694
001E0000016AuGcIAK	2020-10-05	2021-10-04	365	427
001E0000016AuGcIAK	2021-10-05	2022-10-04	365	327
001E0000016AuGiIAK	2020-01-11	2021-01-10	366	467
001E0000016AuGiIAK	2021-01-11	2022-01-10	365	222
001E0000016AuGiIAK	2022-01-11	2023-01-10	365	184
001E0000016AuHHIA0	2020-10-03	2021-10-02	365	327
001E0000016AuHwIAK	2020-12-15	2021-12-14	365	177
001E0000016AuHwIAK	2021-12-15	2022-12-14	365	874
001E0000016AuHwIAK	2022-12-15	2023-12-14	365	1796
001E0000016AuIVIA0	2020-02-09	2021-02-08	366	1274
001E0000016AuIVIA0	2022-03-04	2023-03-03	365	2570
001E0000016AuIWIA0	2020-11-26	2021-11-25	365	170
001E0000016AuIWIA0	2021-11-26	2022-11-25	365	1029
001E0000016AuIfIAK	2020-01-15	2021-01-14	366	102
001E0000016AuJNIA0	2020-03-02	2021-03-01	365	1140
001E0000016AuJTIA0	2020-11-14	2021-11-13	365	360
001E0000016AuQJIA0	2020-06-11	2021-06-10	365	615
001E0000016AuRGIA0	2020-10-08	2021-10-07	365	3912
001E0000016AuRGIA0	2021-10-08	2022-10-07	365	3569
001E0000016AuRqIAK	2020-09-18	2021-09-17	365	976
001E0000016AuRqIAK	2021-09-18	2022-09-17	365	991
001E0000016AuRqIAK	2022-09-18	2023-09-17	365	839
001E0000016AuS6IAK	2020-01-02	2021-01-01	366	412
001E0000016AuS6IAK	2021-01-02	2022-01-01	365	454
001E0000016AuZeIAK	2020-09-11	2021-09-10	365	412
001E0000016AuZeIAK	2021-09-11	2022-09-10	365	243
001E0000016AuZeIAK	2022-09-11	2023-09-10	365	299
001E0000016AuZgIAK	2020-11-13	2021-11-12	365	812
001E0000016AuZgIAK	2021-11-13	2022-11-12	365	1637
001E0000016AuZgIAK	2022-11-13	2023-11-12	365	1994
001E0000016AuaIIAS	2021-12-21	2023-12-20	730	2645
001E0000016AuaZIAS	2020-05-13	2020-09-06	117	329
001E0000016AuaZIAS	2020-09-07	2021-09-06	365	1321
001E0000016AuaZIAS	2021-09-07	2022-09-06	365	913
001E0000016AuaZIAS	2022-09-07	2023-09-06	365	780
001E0000016AuaqIAC	2020-09-05	2021-09-04	365	382
001E0000016AuaqIAC	2021-09-05	2022-09-04	365	735
001E0000016AuaqIAC	2022-09-05	2023-09-04	365	649
001E0000016AubMIAS	2020-09-14	2021-09-13	365	2714
001E0000016AubMIAS	2021-12-20	2022-12-19	365	2876
001E0000016AubMIAS	2022-12-20	2023-12-19	365	1092
001E0000016AubzIAC	2020-04-30	2021-04-29	365	995
001E0000016Auc9IAC	2020-09-05	2021-09-04	365	857
001E0000016AujDIAS	2020-09-08	2021-09-07	365	3760
001E0000016AujbIAC	2020-10-19	2021-10-18	365	522
001E0000016AujbIAC	2022-03-16	2023-03-15	365	2022
001E0000016AulMIAS	2020-08-16	2021-08-15	365	372
001E0000016AulMIAS	2021-08-16	2022-08-15	365	331
001E0000016AulMIAS	2022-08-16	2023-08-15	365	292
001E0000016AulWIAS	2020-08-29	2021-08-28	365	61
001E0000016AuljIAC	2020-08-16	2021-08-15	365	126
001E0000016AulqIAC	2020-08-13	2021-08-12	365	113
001E0000016AulqIAC	2021-08-13	2022-08-12	365	119
001E0000016AuspIAC	2020-08-13	2021-08-12	365	332
001E0000016AuspIAC	2021-08-13	2022-08-12	365	174
001E0000016AuspIAC	2022-08-13	2023-08-12	365	172
001E0000016AusqIAC	2020-09-23	2021-09-22	365	603
001E0000016AusqIAC	2021-10-19	2022-10-18	365	2245
001E0000016Aut6IAC	2020-08-11	2021-08-10	365	291
001E0000016Aut6IAC	2021-08-11	2022-08-10	365	263
001E0000016AutRIAS	2020-01-14	2021-01-13	366	346
001E0000016AutRIAS	2021-01-14	2022-01-13	365	1041
001E0000016AutRIAS	2022-01-14	2023-01-13	365	1081
001E0000016AuueIAC	2020-09-11	2021-09-10	365	1805
001E0000016AuueIAC	2021-09-11	2022-09-10	365	832
001E0000016AuueIAC	2022-09-11	2023-09-10	365	721
001E0000016AuulIAC	2020-10-01	2021-09-30	365	2165
001E0000016AuulIAC	2021-10-01	2022-09-30	365	2620
001E0000016AuulIAC	2022-10-01	2023-09-30	365	2301
001E0000016Av28IAC	2020-09-09	2021-09-08	365	395
001E0000016Av2OIAS	2020-08-15	2021-08-14	365	216
001E0000016Av2pIAC	2020-07-29	2021-07-28	365	233
001E0000016Av2pIAC	2021-07-29	2022-07-28	365	330
001E0000016Av3hIAC	2020-12-22	2021-12-21	365	629
001E0000016Av4OIAS	2020-08-19	2021-08-18	365	484
001E0000016Av4OIAS	2021-08-19	2022-08-18	365	1528
001E0000016Av4rIAC	2020-07-27	2021-07-26	365	735
001E0000016AvBaIAK	2020-07-17	2021-07-16	365	265
001E0000016AvBaIAK	2021-07-17	2022-07-16	365	370
001E0000016AvBdIAK	2020-02-27	2021-02-26	366	350
001E0000016AvBdIAK	2021-02-27	2022-02-26	365	433
001E0000016AvBdIAK	2022-01-25	2023-01-24	365	658
001E0000016AvBhIAK	2020-07-18	2021-07-17	365	481
001E0000016AvBhIAK	2021-07-18	2022-07-17	365	1352
001E0000016AvBhIAK	2022-08-12	2023-08-11	365	889
001E0000016AvBmIAK	2020-09-26	2021-09-25	365	934
001E0000016AvBmIAK	2021-09-26	2022-09-25	365	942
001E0000016AvBmIAK	2022-09-26	2023-09-25	365	984
001E0000016AvC0IAK	2020-07-07	2021-07-06	365	252
001E0000016AvC0IAK	2021-07-07	2022-07-06	365	197
001E0000016AvC0IAK	2022-07-07	2023-07-06	365	189
001E0000016AvCYIA0	2020-07-14	2021-07-13	365	163
001E0000016AvCYIA0	2021-07-14	2022-07-13	365	295
001E0000016AvCYIA0	2022-07-14	2023-07-13	365	240
001E0000016AvCqIAK	2020-01-18	2021-01-17	366	396
001E0000016AvCqIAK	2020-01-30	2021-01-17	354	219
001E0000016AvCqIAK	2020-02-05	2021-01-17	348	124
001E0000016AvCqIAK	2021-01-18	2022-01-17	365	631
001E0000016AvCqIAK	2022-01-18	2023-01-17	365	1356
001E0000016AvCqIAK	2023-01-18	2024-01-17	365	1312
001E0000016AvD7IAK	2020-11-26	2021-11-25	365	653
001E0000016AvDTIA0	2020-09-04	2021-09-03	365	2418
001E0000016AvEPIA0	2020-07-08	2021-07-07	365	422
001E0000016AvEPIA0	2021-07-08	2022-07-07	365	263
001E0000016AvEPIA0	2022-07-08	2023-07-07	365	364
001E0000016AvEUIA0	2020-09-01	2021-08-31	365	2116
001E0000016AvEUIA0	2021-09-01	2022-08-31	365	1286
001E0000016AvEUIA0	2022-09-01	2023-08-31	365	1052
001E0000016AvLTIA0	2020-07-19	2021-07-18	365	2010
001E0000016AvLTIA0	2021-07-19	2022-07-18	365	1144
001E0000016AvLTIA0	2022-07-19	2023-07-18	365	3114
001E0000016AvLhIAK	2020-08-08	2021-08-07	365	307
001E0000016AvLhIAK	2021-08-08	2022-08-07	365	1495
001E0000016AvLqIAK	2020-09-23	2021-09-22	365	4851
001E0000016AvLqIAK	2021-09-23	2022-09-22	365	3718
001E0000016AvMuIAK	2020-06-26	2021-06-25	365	258
001E0000016AvNjIAK	2020-09-03	2021-09-02	365	809
001E0000016AvVyIAK	2020-05-31	2021-05-30	365	463
001E0000016AvVyIAK	2021-05-31	2022-05-30	365	369
001E0000016AvVyIAK	2022-05-31	2023-05-30	365	175
001E0000016AvW1IAK	2020-05-02	2021-05-01	365	91
001E0000016AvW1IAK	2021-05-02	2022-05-01	365	111
001E0000016AvW1IAK	2022-05-02	2023-05-01	365	160
001E0000016AvWGIA0	2020-11-08	2021-11-07	365	391
001E0000016AvWcIAK	2020-06-16	2021-06-15	365	265
001E0000016AvWcIAK	2021-06-16	2022-06-15	365	519
001E0000016AvWcIAK	2022-06-16	2023-06-15	365	677
001E0000016AvWqIAK	2020-08-25	2021-08-24	365	260
001E0000016AvWqIAK	2021-08-25	2022-08-24	365	446
001E0000016AvWyIAK	2020-01-13	2021-01-12	366	222
001E0000016AvXAIA0	2020-04-28	2021-04-27	365	353
001E0000016AvXAIA0	2021-04-28	2022-04-27	365	557
001E0000016AvXAIA0	2022-04-28	2023-04-27	365	305
001E0000016AveEIAS	2020-07-19	2021-07-18	365	1035
001E0000016AveEIAS	2021-07-19	2022-07-18	365	443
001E0000016AveOIAS	2020-05-04	2021-05-03	365	1389
001E0000016Avf8IAC	2020-03-30	2021-03-29	365	395
001E0000016Avf8IAC	2021-03-30	2022-03-29	365	208
001E0000016Avf8IAC	2022-03-30	2023-03-29	365	472
001E0000016AvfKIAS	2020-11-02	2022-11-01	730	349
001E0000016AvgMIAS	2020-06-12	2021-06-11	365	291
001E0000016Avn9IAC	2020-05-29	2021-05-28	365	1246
001E0000016Avn9IAC	2021-05-29	2022-05-28	365	754
001E0000016Avn9IAC	2022-05-29	2023-05-28	365	2042
001E0000016AvnCIAS	2020-06-09	2021-06-08	365	245
001E0000016AvnCIAS	2021-06-09	2022-06-08	365	208
001E0000016AvnCIAS	2022-06-09	2023-06-08	365	202
001E0000016AvnjIAC	2020-05-28	2021-05-27	365	437
001E0000016AvoKIAS	2020-09-13	2021-09-12	365	753
001E0000016AvoKIAS	2021-09-13	2022-09-12	365	1606
001E0000016AvoKIAS	2022-09-13	2025-09-12	1096	5221
001E0000016AvoWIAS	2020-06-05	2021-06-04	365	494
001E0000016AvoWIAS	2021-06-05	2022-06-04	365	1152
001E0000016AvoWIAS	2022-06-05	2023-06-04	365	1052
001E0000016AvohIAC	2020-05-23	2021-05-22	365	789
001E0000016AvohIAC	2020-10-27	2021-05-22	208	499
001E0000016AvohIAC	2021-05-23	2022-05-22	365	1990
001E0000016AvohIAC	2022-05-23	2023-05-22	365	2027
001E0000016AvpBIAS	2020-09-12	2021-09-11	365	345
001E0000016AvpBIAS	2021-09-12	2022-09-11	365	477
001E0000016AvpCIAS	2020-06-02	2021-06-01	365	354
001E0000016AvpbIAC	2020-02-05	2021-02-04	366	2505
001E0000016AvpiIAC	2020-06-26	2021-06-25	365	805
001E0000016Avx9IAC	2020-09-14	2021-09-13	365	163
001E0000016AvxFIAS	2020-05-15	2021-05-14	365	447
001E0000016AvxFIAS	2021-05-15	2022-05-14	365	288
001E0000016AvxFIAS	2022-05-15	2023-05-14	365	263
001E0000016AvxOIAS	2020-07-20	2021-07-19	365	346
001E0000016AvxlIAC	2020-06-21	2021-06-20	365	739
001E0000016AvxyIAC	2020-05-09	2021-05-08	365	755
001E0000016AvxyIAC	2021-05-09	2022-05-08	365	705
001E0000016AvxyIAC	2022-05-09	2023-05-08	365	750
001E0000016AvyFIAS	2020-03-05	2021-03-04	365	430
001E0000016AvyFIAS	2021-03-05	2022-03-04	365	416
001E0000016AvyFIAS	2022-03-05	2023-03-04	365	407
001E0000016AvyYIAS	2020-11-27	2021-11-26	365	227
001E0000016Aw5tIAC	2020-10-15	2021-10-14	365	241
001E0000016Aw5tIAC	2021-10-15	2022-10-14	365	203
001E0000016Aw5tIAC	2022-10-15	2023-10-14	365	437
001E0000016Aw6JIAS	2020-05-16	2021-05-15	365	315
001E0000016Aw7GIAS	2020-04-29	2021-04-28	365	617
001E0000016Aw7QIAS	2020-04-01	2021-03-31	365	2275
001E0000016Aw7QIAS	2021-04-01	2022-03-31	365	2038
001E0000016Aw7QIAS	2022-04-01	2023-03-31	365	2319
001E0000016Aw7ZIAS	2020-01-17	2021-01-16	366	533
001E0000016Aw7ZIAS	2021-01-17	2022-01-16	365	1931
001E0000016Aw7uIAC	2020-04-25	2021-04-24	365	1534
001E0000016Aw7uIAC	2021-04-25	2022-04-24	365	3556
001E0000016Aw84IAC	2020-06-22	2021-06-21	365	199
001E0000016AwFZIA0	2020-08-27	2021-08-26	365	456
001E0000016AwFaIAK	2020-04-25	2021-04-24	365	787
001E0000016AwFaIAK	2021-04-25	2022-04-24	365	1532
001E0000016AwFfIAK	2020-04-21	2021-04-20	365	106
001E0000016AwFfIAK	2021-04-21	2022-04-20	365	165
001E0000016AwFfIAK	2022-04-21	2023-04-20	365	138
001E0000016AwFlIAK	2020-02-12	2021-02-11	366	495
001E0000016AwFrIAK	2020-04-18	2021-04-17	365	301
001E0000016AwFrIAK	2021-04-18	2022-04-17	365	441
001E0000016AwFrIAK	2022-04-18	2023-04-17	365	326
001E0000016AwFzIAK	2020-05-20	2021-05-19	365	453
001E0000016AwFzIAK	2021-05-30	2022-05-29	365	1085
001E0000016AwFzIAK	2022-05-30	2023-05-29	365	1147
001E0000016AwGIIA0	2020-05-01	2021-04-30	365	3270
001E0000016AwGNIA0	2020-04-17	2021-04-16	365	5288
001E0000016AwGNIA0	2021-04-17	2021-04-27	11	182
001E0000016AwGNIA0	2021-04-28	2022-04-16	354	3605
001E0000016AwGNIA0	2022-04-17	2022-04-27	11	124
001E0000016AwGNIA0	2022-04-28	2023-04-16	354	4102
001E0000016AwGTIA0	2020-04-16	2021-04-15	365	811
001E0000016AwGTIA0	2021-04-16	2022-04-15	365	606
001E0000016AwGVIA0	2020-04-16	2021-04-15	365	474
001E0000016AwGVIA0	2021-04-16	2022-04-15	365	216
001E0000016AwGZIA0	2020-06-02	2021-06-01	365	528
001E0000016AwGaIAK	2020-06-04	2021-06-03	365	242
001E0000016AwGkIAK	2020-04-16	2021-04-15	365	471
001E0000016AwGkIAK	2021-04-16	2022-04-15	365	291
001E0000016AwGkIAK	2022-04-16	2023-04-15	365	396
001E0000016AwH1IAK	2020-05-19	2021-05-18	365	158
001E0000016AwHbIAK	2020-05-28	2021-05-27	365	971
001E0000016AwHbIAK	2021-05-28	2022-05-27	365	929
001E0000016AwHeIAK	2020-05-16	2021-05-15	365	198
001E0000016AwHoIAK	2020-08-01	2021-07-31	365	888
001E0000016AwHoIAK	2021-08-01	2024-07-31	1096	8639
001E0000016AwOgIAK	2020-04-30	2021-04-29	365	287
001E0000016AwP2IAK	2020-04-19	2021-04-18	365	989
001E0000016AwP2IAK	2020-12-02	2021-12-01	365	1714
001E0000016AwP2IAK	2021-12-02	2022-12-01	365	854
001E0000016AwP2IAK	2022-12-02	2023-12-01	365	1575
001E0000016AwPJIA0	2020-04-14	2021-04-13	365	3456
001E0000016AwPJIA0	2021-04-14	2022-04-13	365	3348
001E0000016AwPJIA0	2022-04-14	2025-04-13	1096	12682
001E0000016AwQMIA0	2020-03-24	2021-03-23	365	150
001E0000016AwQMIA0	2021-03-24	2022-03-23	365	158
001E0000016AwQOIA0	2020-04-03	2021-04-02	365	457
001E0000016AwQOIA0	2021-04-03	2022-04-02	365	507
001E0000016AwQoIAK	2020-03-10	2021-03-09	365	1057
001E0000016AwQoIAK	2021-03-10	2022-03-09	365	1559
001E0000016AwQoIAK	2022-03-10	2024-03-09	731	2505
001E0000016AwQvIAK	2020-05-11	2021-05-10	365	977
001E0000016AwQvIAK	2021-05-11	2022-05-10	365	1415
001E0000016AwQvIAK	2022-05-11	2023-05-10	365	1254
001E0000016AwYCIA0	2020-05-30	2021-05-29	365	671
001E0000016AwYIIA0	2020-03-05	2021-03-04	365	163
001E0000016AwYIIA0	2021-03-05	2022-03-04	365	695
001E0000016AwYoIAK	2020-12-21	2021-12-20	365	5510
001E0000016AwYoIAK	2021-12-21	2022-12-20	365	1842
001E0000016AwZmIAK	2020-05-15	2021-05-14	365	150
001E0000016Awa2IAC	2020-05-26	2021-05-25	365	538
001E0000016AwhuIAC	2020-03-19	2021-03-18	365	258
001E0000016AwhuIAC	2021-03-19	2022-03-18	365	167
001E0000016AwhuIAC	2022-03-19	2023-03-18	365	101
001E0000016AwiaIAC	2020-03-13	2021-03-12	365	331
001E0000016AwiaIAC	2021-03-13	2022-03-12	365	357
001E0000016AwjqIAC	2020-04-09	2021-04-08	365	76
001E0000016AwjqIAC	2021-04-09	2022-04-08	365	123
001E0000016AwjqIAC	2022-04-09	2023-04-08	365	124
001E0000016Awr3IAC	2020-04-17	2021-04-16	365	1577
001E0000016AwrmIAC	2020-03-04	2021-03-03	365	339
001E0000016Aws0IAC	2020-03-11	2021-03-10	365	926
001E0000016Aws0IAC	2021-03-03	2022-03-02	365	1233
001E0000016Aws0IAC	2022-03-03	2023-03-02	365	989
001E0000016AwsAIAS	2020-04-06	2021-04-05	365	335
001E0000016AwsEIAS	2020-02-27	2021-02-26	366	934
001E0000016AwsEIAS	2021-02-27	2022-02-26	365	551
001E0000016AwsEIAS	2022-02-27	2023-02-26	365	790
001E0000016AwscIAC	2020-02-17	2021-02-16	366	156
001E0000016AwscIAC	2021-02-17	2022-02-16	365	67
001E0000016AwscIAC	2022-02-17	2023-02-16	365	66
001E0000016AwtQIAS	2020-08-19	2021-08-18	365	1548
001E0000016AwtQIAS	2021-08-29	2022-08-28	365	2006
001E0000016AwtQIAS	2022-08-29	2023-08-28	365	1643
001E0000016AwtnIAC	2020-05-28	2021-05-27	365	1400
001E0000016AwtnIAC	2021-05-28	2022-05-27	365	1259
001E0000016AwtnIAC	2022-05-28	2023-05-27	365	1018
001E0000016Ax1HIAS	2020-01-17	2021-01-16	366	717
